USUARIAS,SEGMENTO,CIUDAD,DEPARTAMENTO,PAIS,DISTRITO,ETAPA_BEBE
1,Oro,ARAUQUITA,ARAUCA,COLOMBIA,LLANOS,explorador
1,Bronce,BOLIVAR,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Bronce,GINEBRA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
3,Oro,SABANALARGA,ATLANTICO,COLOMBIA,ATLANTICO,explorador
1,Plata,PUERTO COLOMBIA,ATLANTICO,COLOMBIA,ATLANTICO,acostadito
1,Plata,TAURAMENA,CASANARE,COLOMBIA,LLANOS,explorador
1,Bronce,SAN JUAN NEPOMUCENO,BOLIVAR,COLOMBIA,ATLANTICO,explorador
2,Plata,MARINILLA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
2,Plata,LA VICTORIA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
7,Bronce,SABANALARGA,ATLANTICO,COLOMBIA,ATLANTICO,explorador
2,Plata,ROLDANILLO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
1,Plata,ESPINAL,TOLIMA,COLOMBIA,CENTRO,aventurero
3,Plata,BARBOSA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
4,Oro,VILLAGARZON,PUTUMAYO,COLOMBIA,PACIFICO,explorador
1,Oro,AGUA DE DIOS,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Bronce,COROZAL,SUCRE,COLOMBIA,ATLANTICO,acostadito
1,Oro,SABANA DE TORRES,SANTANDER,COLOMBIA,SANTANDERES,acostadito
1,Plata,COCORNA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
6,Oro,EL CARMEN DE VIBORAL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
2,Plata,FORTUL,ARAUCA,COLOMBIA,LLANOS,explorador
2,Bronce,SANTA FE DE ANTIOQUIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
2,Plata,PALESTINA,CALDAS,COLOMBIA,EJE CAFETERO,recien nacido
1,Plata,VILLA DEL ROSARIO,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,recien nacido
2,Plata,ANDALUCIA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
3,Bronce,BARANOA-ATLANTICO,ATLANTICO,COLOMBIA,ATLANTICO,recien nacido
2,Bronce,GUAMAL,META,COLOMBIA,LLANOS,explorador
1,Bronce,MANI,CASANARE,COLOMBIA,LLANOS,recien nacido
2,Bronce,TRUJILLO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
2,Plata,VISTAHERMOSA,META,COLOMBIA,LLANOS,recien nacido
2,Plata,LERIDA,TOLIMA,COLOMBIA,CENTRO,recien nacido
2,Bronce,MONTELIBANO,CORDOBA,COLOMBIA,ATLANTICO,acostadito
1,Plata,AMAGA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Bronce,SALGAR,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Plata,SARAVENA,ARAUCA,COLOMBIA,LLANOS,recien nacido
1,Bronce,CLEMENCIA,BOLIVAR,COLOMBIA,ATLANTICO,recien nacido
1,Oro,TURBANA,BOLIVAR,COLOMBIA,ATLANTICO,embarazada
1,Bronce,SAN CARLOS DE GUAROA,META,COLOMBIA,LLANOS,acostadito
1,Plata,FOMEQUE,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
2,Plata,TAURAMENA,CASANARE,COLOMBIA,LLANOS,recien nacido
1,Oro,EL RETORNO,GUAVIARE,COLOMBIA,ATLANTICO,recien nacido
2,Plata,ORITO,PUTUMAYO,COLOMBIA,PACIFICO,recien nacido
1,Oro,PUERTO TEJADA,CAUCA,COLOMBIA,PACIFICO,recien nacido
3,Bronce,CIENAGA,MAGDALENA,COLOMBIA,ATLANTICO,embarazada
4,Oro,EL CARMEN DE VIBORAL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
1,Oro,SANDONA,NARI?O,COLOMBIA,PACIFICO,recien nacido
1,Plata,AGUADAS,CALDAS,COLOMBIA,EJE CAFETERO,recien nacido
1,Bronce,EL CARMEN DE ATRATO,CHOCO,COLOMBIA,ANTIOQUIA,acostadito
1,Bronce,JAMBALO,CAUCA,COLOMBIA,PACIFICO,explorador
1,Bronce,GACHANCIPA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Plata,SAN CARLOS DE GUAROA,META,COLOMBIA,LLANOS,recien nacido
1,Bronce,CAMPAMENTO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
2,Oro,COYAIMA,TOLIMA,COLOMBIA,CENTRO,explorador
1,Oro,TASCO,BOYACA,COLOMBIA,CUNDI-BOY,acostadito
8,Oro,CHIGORODO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
4,Bronce,VILLA DEL ROSARIO,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,recien nacido
1,Plata,CHIA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,embarazada
4,Bronce,FLORIDA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
2,Oro,LENGUAZAQUE,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
1,Plata,SOGAMOSO,BOYACA,COLOMBIA,CUNDI-BOY,embarazada
1,Oro,BELEN,NARI?O,COLOMBIA,PACIFICO,explorador
1,Oro,QUIBDO,CHOCO,COLOMBIA,ANTIOQUIA,embarazada
1,Bronce,ANORI,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Bronce,EL TAMBO,NARI?O,COLOMBIA,PACIFICO,aventurero
1,Oro,LA UNION,NARI?O,COLOMBIA,PACIFICO,aventurero
1,Oro,AGUACHICA,CESAR,COLOMBIA,ATLANTICO,aventurero
1,Plata,CAUCA,CAUCA,COLOMBIA,PACIFICO,aventurero
1,Oro,VALLE DEL GUAMUEZ,PUTUMAYO,COLOMBIA,PACIFICO,explorador
3,Oro,SAN AGUSTIN,HUILA,COLOMBIA,CENTRO,explorador
1,Plata,TAMINANGO,NARI?O,COLOMBIA,PACIFICO,explorador
1,Bronce,MONTELIBANO,CORDOBA,COLOMBIA,ATLANTICO,explorador
1,Oro,VALLE DE SAN JOSE,SANTANDER,COLOMBIA,SANTANDERES,aventurero
3,Oro,RIONEGRO,SANTANDER,COLOMBIA,SANTANDERES,explorador
2,Plata,PUERTO COLOMBIA,ATLANTICO,COLOMBIA,ATLANTICO,explorador
2,Bronce,PUERTO TRIUNFO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
3,Bronce,ALGECIRAS,HUILA,COLOMBIA,CENTRO,explorador
2,Plata,LA CRUZ,NARI?O,COLOMBIA,PACIFICO,explorador
1,Bronce,VITERBO,CALDAS,COLOMBIA,EJE CAFETERO,explorador
1,Bronce,LA PLAYA,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Bronce,OSPINA,NARI?O,COLOMBIA,PACIFICO,explorador
1,Oro,LA UNION-ANTIOQUIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Plata,SOPO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Bronce,EL CARMEN DE BOLIVAR,BOLIVAR,COLOMBIA,ATLANTICO,aventurero
1,Plata,PENSILVANIA,CALDAS,COLOMBIA,EJE CAFETERO,explorador
1,Plata,SURATA,SANTANDER,COLOMBIA,SANTANDERES,acostadito
2,Plata,MAICAO,LA GUAJIRA,COLOMBIA,ATLANTICO,acostadito
4,Bronce,SABANETA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Bronce,CORDOBA,NARI?O,COLOMBIA,PACIFICO,acostadito
1,Bronce,LA VICTORIA,AMAZONAS,COLOMBIA,OTRO,explorador
2,Oro,SAN MIGUEL,PUTUMAYO,COLOMBIA,PACIFICO,recien nacido
1,Bronce,INIRIDA,GUAINIA,COLOMBIA,OTRO,acostadito
5,Plata,GIRARDOT,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Bronce,YACUANQUER,NARI?O,COLOMBIA,PACIFICO,acostadito
1,Plata,CAJAMARCA,TOLIMA,COLOMBIA,CENTRO,recien nacido
2,Oro,PUERTO WILCHES,SANTANDER,COLOMBIA,SANTANDERES,acostadito
1,Plata,SOPO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Plata,GIRON,SANTANDER,COLOMBIA,SANTANDERES,embarazada
1,Oro,TERUEL,HUILA,COLOMBIA,CENTRO,explorador
1,Bronce,CAJIBIO,CAUCA,COLOMBIA,PACIFICO,explorador
1,Plata,VILLAVIEJA,HUILA,COLOMBIA,CENTRO,recien nacido
2,Bronce,PAIPA,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
1,Plata,SAN PABLO,BOLIVAR,COLOMBIA,ATLANTICO,acostadito
2,Bronce,LA JAGUA DE IBIRICO,CESAR,COLOMBIA,ATLANTICO,aventurero
2,Oro,GUAMAL,META,COLOMBIA,LLANOS,recien nacido
1,Bronce,CHIQUIZA,BOYACA,COLOMBIA,CUNDI-BOY,acostadito
1,Oro,MANATI,ATLANTICO,COLOMBIA,ATLANTICO,aventurero
1,Bronce,LA MESA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
2,Bronce,CISNEROS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Bronce,LA VICTORIA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
1,Bronce,SABOYA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
2,Plata,MONTERIA,CORDOBA,COLOMBIA,ATLANTICO,embarazada
2,Bronce,BOLIVAR,CAUCA,COLOMBIA,PACIFICO,recien nacido
2,Bronce,SANTA ROSA DE OSOS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
2,Bronce,EL BANCO,MAGDALENA,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,OVEJAS,SUCRE,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,SAN PELAYO,CORDOBA,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,FIRAVITOBA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,AGUAZUL,CASANARE,COLOMBIA,LLANOS,acostadito
2,Bronce,GIRARDOTA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Oro,CASTILLA LA NUEVA,META,COLOMBIA,LLANOS,recien nacido
3,Oro,COROZAL,SUCRE,COLOMBIA,ATLANTICO,recien nacido
1,Oro,RESTREPO,META,COLOMBIA,LLANOS,aventurero
2,Bronce,MANAURE BALCON DEL CESAR,CESAR,COLOMBIA,ATLANTICO,aventurero
1,Oro,GUADALUPE,HUILA,COLOMBIA,CENTRO,aventurero
1,Bronce,HERVERO,TOLIMA,COLOMBIA,CENTRO,aventurero
1,Bronce,PUERTO RICO,CAQUETA,COLOMBIA,LLANOS,aventurero
1,Bronce,PUERTO GUZMAN,PUTUMAYO,COLOMBIA,PACIFICO,aventurero
1,Oro,SAN MARTIN,META,COLOMBIA,LLANOS,explorador
1,Plata,TARQUI,HUILA,COLOMBIA,CENTRO,explorador
2,Oro,AGUADAS,CALDAS,COLOMBIA,EJE CAFETERO,acostadito
1,Plata,FILADELFIA,CALDAS,COLOMBIA,EJE CAFETERO,explorador
1,Plata,AGUA DE DIOS,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Plata,PUERTO LOPEZ,META,COLOMBIA,LLANOS,explorador
1,Oro,RESTREPO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
1,Oro,SAN MARCOS,SUCRE,COLOMBIA,ATLANTICO,acostadito
1,Plata,SAN JOSE DEL GUAVIARE,GUAVIARE,COLOMBIA,ATLANTICO,explorador
1,Oro,HELICONIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
2,Plata,LOS PATIOS,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Oro,TAMINANGO,NARI?O,COLOMBIA,PACIFICO,recien nacido
1,Plata,VALLE,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
1,Bronce,EL COLEGIO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Bronce,CACHIPAY,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Bronce,POTOSI,NARI?O,COLOMBIA,PACIFICO,explorador
1,Plata,NEMOCON,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Oro,LA UNION,NARI?O,COLOMBIA,PACIFICO,recien nacido
1,Plata,BARAYA,HUILA,COLOMBIA,CENTRO,explorador
1,Bronce,CONSACA,NARI?O,COLOMBIA,PACIFICO,acostadito
3,Bronce,AQUITANIA,BOYACA,COLOMBIA,CUNDI-BOY,acostadito
1,Bronce,JESUS MARIA,SANTANDER,COLOMBIA,SANTANDERES,explorador
3,Bronce,COPACABANA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
2,Bronce,CERINZA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Bronce,ALVARADO,TOLIMA,COLOMBIA,CENTRO,aventurero
1,Plata,TABIO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,VILLAGARZON,PUTUMAYO,COLOMBIA,PACIFICO,embarazada
1,Oro,MUTATA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
2,Plata,FLORENCIA,CAQUETA,COLOMBIA,LLANOS,embarazada
2,Oro,MONTELIBANO,CORDOBA,COLOMBIA,ATLANTICO,acostadito
2,Plata,EL BAGRE,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Oro,SANTA ROSA DE VITERBO,BOYACA,COLOMBIA,CUNDI-BOY,embarazada
1,Plata,PELAYA,CESAR,COLOMBIA,ATLANTICO,recien nacido
1,Plata,MONGUI,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
2,Bronce,NOBSA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,SUAITA,SANTANDER,COLOMBIA,SANTANDERES,recien nacido
1,Bronce,SAN JUAN DE ARAMA,META,COLOMBIA,LLANOS,acostadito
1,Bronce,MANZANARES,CALDAS,COLOMBIA,EJE CAFETERO,explorador
2,Bronce,SOCORRO,SANTANDER,COLOMBIA,SANTANDERES,acostadito
1,Plata,GUAMO,TOLIMA,COLOMBIA,CENTRO,acostadito
1,Bronce,CARMEN DE CARUPA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,EL COPEY,CESAR,COLOMBIA,ATLANTICO,recien nacido
1,Oro,PAZ DE RIO,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,SONSON,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Bronce,VILLAGARZON,PUTUMAYO,COLOMBIA,PACIFICO,acostadito
1,Plata,ACEVEDO,HUILA,COLOMBIA,CENTRO,recien nacido
2,Bronce,OBANDO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
3,Bronce,PLANETA RICA,CORDOBA,COLOMBIA,ATLANTICO,recien nacido
2,Oro,LA CALERA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,SAN PEDRO DE URABA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
3,Plata,CANDELARIA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
1,Oro,PONEDERA,ATLANTICO,COLOMBIA,ATLANTICO,aventurero
1,Plata,SANTANDER DE QUILICHAO,CAUCA,COLOMBIA,PACIFICO,aventurero
2,Bronce,AIPE,HUILA,COLOMBIA,CENTRO,aventurero
2,Bronce,CAMPOALEGRE,HUILA,COLOMBIA,CENTRO,explorador
1,Bronce,BUENAVISTA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,RETIRO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Oro,TOCAIMA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Bronce,CHOCONTA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,GUACHUCAL,NARI?O,COLOMBIA,PACIFICO,aventurero
1,Oro,SANTA MARIA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,BETULIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Plata,LA UNION,NARI?O,COLOMBIA,PACIFICO,explorador
1,Plata,YACUANQUER,NARI?O,COLOMBIA,PACIFICO,explorador
1,Oro,VALLE DEL GUAMUEZ,PUTUMAYO,COLOMBIA,PACIFICO,aventurero
1,Plata,TABIO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,SAN LUIS DE SINCE,SUCRE,COLOMBIA,ATLANTICO,explorador
2,Oro,MELGAR,TOLIMA,COLOMBIA,CENTRO,acostadito
2,Bronce,BARBOSA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
1,Bronce,SAMACA,BOYACA,COLOMBIA,CUNDI-BOY,acostadito
1,Oro,META,META,COLOMBIA,LLANOS,acostadito
1,Oro,COCORNA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
2,Plata,ANSERMA,CALDAS,COLOMBIA,EJE CAFETERO,explorador
1,Plata,NORCASIA,CALDAS,COLOMBIA,EJE CAFETERO,explorador
1,Oro,LA PAZ,CESAR,COLOMBIA,ATLANTICO,acostadito
1,Plata,INIRIDA,GUAINIA,COLOMBIA,OTRO,acostadito
1,Oro,ASTREA,CESAR,COLOMBIA,ATLANTICO,explorador
2,Bronce,AIPE,HUILA,COLOMBIA,CENTRO,recien nacido
1,Bronce,EL BAGRE,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
1,Plata,SABANA DE TORRES,SANTANDER,COLOMBIA,SANTANDERES,recien nacido
2,Bronce,SARDINATA,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,acostadito
1,Plata,SAHAGUN,CORDOBA,COLOMBIA,ATLANTICO,recien nacido
1,Oro,MISTRATO,RISARALDA,COLOMBIA,EJE CAFETERO,recien nacido
1,Bronce,HONDA,TOLIMA,COLOMBIA,CENTRO,acostadito
1,Bronce,SAN LUIS,TOLIMA,COLOMBIA,CENTRO,embarazada
1,Plata,FUNDACION,MAGDALENA,COLOMBIA,ATLANTICO,recien nacido
1,Plata,SAN FRANCISCO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
2,Plata,PAMPLONA,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,recien nacido
1,Bronce,EL CARMEN DE VIBORAL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Bronce,BARBACOAS,NARI?O,COLOMBIA,PACIFICO,explorador
1,Oro,SOCHA,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,BARANOA-ATLANTICO,ATLANTICO,COLOMBIA,ATLANTICO,embarazada
3,Bronce,PUERTO LOPEZ,META,COLOMBIA,LLANOS,recien nacido
1,Bronce,CHIA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,embarazada
1,Bronce,SIBUNDOY,PUTUMAYO,COLOMBIA,PACIFICO,recien nacido
1,Bronce,SOLITA,CAQUETA,COLOMBIA,LLANOS,recien nacido
1,Oro,GIGANTE,HUILA,COLOMBIA,CENTRO,recien nacido
1,Oro,SUPIA,CALDAS,COLOMBIA,EJE CAFETERO,aventurero
1,Oro,MANZANARES,CALDAS,COLOMBIA,EJE CAFETERO,recien nacido
1,Oro,RETIRO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Oro,RONCESVALLES,TOLIMA,COLOMBIA,CENTRO,recien nacido
2,Oro,CUMBAL,NARI?O,COLOMBIA,PACIFICO,aventurero
2,Plata,TOCANCIPA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Bronce,PORE,CASANARE,COLOMBIA,LLANOS,aventurero
1,Plata,QUIPAMA,BOYACA,COLOMBIA,CUNDI-BOY,aventurero
1,Bronce,RIOSUCIO,CHOCO,COLOMBIA,ANTIOQUIA,aventurero
1,Oro,VALPARAISO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Oro,YOLOMBO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Oro,ISNOS,HUILA,COLOMBIA,CENTRO,aventurero
1,Plata,SAN VICENTE DEL CAGUAN,CAQUETA,COLOMBIA,LLANOS,explorador
1,Bronce,ALDANA,NARI?O,COLOMBIA,PACIFICO,explorador
2,Oro,JARDIN,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
2,Oro,AGUAZUL,CASANARE,COLOMBIA,LLANOS,explorador
1,Oro,CAJAMARCA,TOLIMA,COLOMBIA,CENTRO,recien nacido
1,Plata,OBANDO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
1,Oro,PALMAR,SANTANDER,COLOMBIA,SANTANDERES,acostadito
1,Bronce,FONSECA,LA GUAJIRA,COLOMBIA,ATLANTICO,explorador
1,Plata,PUPIALES,NARI?O,COLOMBIA,PACIFICO,acostadito
3,Oro,ACACIAS,META,COLOMBIA,LLANOS,embarazada
1,Oro,CHITAGA,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,acostadito
1,Bronce,FLORENCIA,CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Oro,MARSELLA,RISARALDA,COLOMBIA,EJE CAFETERO,acostadito
1,Bronce,BARICHARA,SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Plata,OBANDO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
2,Bronce,SAN AGUSTIN,HUILA,COLOMBIA,CENTRO,acostadito
1,Bronce,CAVASA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
1,Bronce,ARMERO,TOLIMA,COLOMBIA,CENTRO,acostadito
1,Plata,SIMACOTA,SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Plata,RETIRO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Bronce,PUERRES,NARI?O,COLOMBIA,PACIFICO,embarazada
1,Bronce,SABANETA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Plata,MAICAO,LA GUAJIRA,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,SAN JOSE DEL GUAVIARE,GUAVIARE,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,LA TEBAIDA,QUINDIO,COLOMBIA,EJE CAFETERO,recien nacido
1,Bronce,LA FLORIDA,NARI?O,COLOMBIA,PACIFICO,embarazada
1,Bronce,RIO DE ORO,CESAR,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,VILLANUEVA,LA GUAJIRA,COLOMBIA,ATLANTICO,recien nacido
2,Bronce,VALLE DEL GUAMUEZ,PUTUMAYO,COLOMBIA,PACIFICO,recien nacido
1,Oro,SAN PELAYO,CORDOBA,COLOMBIA,ATLANTICO,recien nacido
1,Oro,PIEDRAS,TOLIMA,COLOMBIA,CENTRO,aventurero
1,Oro,ALMEIDA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Bronce,SAN RAFAEL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Plata,ISTMINA,CHOCO,COLOMBIA,ANTIOQUIA,aventurero
1,Oro,META,META,COLOMBIA,LLANOS,aventurero
1,Bronce,PALOCABILDO,TOLIMA,COLOMBIA,CENTRO,explorador
1,Oro,MANZANARES,CALDAS,COLOMBIA,EJE CAFETERO,explorador
1,Oro,GUACHUCAL,NARI?O,COLOMBIA,PACIFICO,explorador
1,Oro,CAPARRAPI,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Bronce,ANSERMA,CALDAS,COLOMBIA,EJE CAFETERO,aventurero
1,Oro,SIMIJACA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Oro,ACEVEDO,HUILA,COLOMBIA,CENTRO,acostadito
1,Oro,PUERTO BERRIO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Bronce,EL TAMBO,CAUCA,COLOMBIA,PACIFICO,explorador
1,Oro,LA VIRGINIA SANTANDER,RISARALDA,COLOMBIA,EJE CAFETERO,explorador
1,Oro,BALBOA,CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Oro,CARMEN DE VIBORAL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Bronce,PIENDAMO - TUNIA,CAUCA,COLOMBIA,PACIFICO,explorador
1,Oro,CAQUEZA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
1,Plata,EL CERRITO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
1,Plata,SIMACOTA,SANTANDER,COLOMBIA,SANTANDERES,acostadito
1,Plata,QUINCHIA,RISARALDA,COLOMBIA,EJE CAFETERO,recien nacido
1,Plata,BOSCONIA,CESAR,COLOMBIA,ATLANTICO,acostadito
1,Plata,SAMPUES,SUCRE,COLOMBIA,ATLANTICO,acostadito
1,Bronce,LA PALMA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Bronce,NECHI,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Plata,SAN ALBERTO,CESAR,COLOMBIA,ATLANTICO,embarazada
1,Plata,HOBO,HUILA,COLOMBIA,CENTRO,acostadito
1,Oro,GUAMAL,META,COLOMBIA,LLANOS,acostadito
1,Plata,GUASCA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Plata,YARUMAL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Bronce,GUAMAL,MAGDALENA,COLOMBIA,ATLANTICO,aventurero
1,Plata,EL MOLINO,LA GUAJIRA,COLOMBIA,ATLANTICO,acostadito
1,Bronce,VILLANUEVA,LA GUAJIRA,COLOMBIA,ATLANTICO,acostadito
1,Plata,VALLEDUPAR,CESAR,COLOMBIA,ATLANTICO,embarazada
1,Bronce,LA CRUZ,NARI?O,COLOMBIA,PACIFICO,embarazada
1,Plata,NECOCLI,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Oro,SAN LUIS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Plata,VALPARAISO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Bronce,TIMANA,HUILA,COLOMBIA,CENTRO,acostadito
1,Bronce,LA ESTRELLA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Plata,JARDIN,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Bronce,ARGELIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Bronce,TAURAMENA,CASANARE,COLOMBIA,LLANOS,recien nacido
1,Oro,MOMPOS,BOLIVAR,COLOMBIA,ATLANTICO,recien nacido
1,Plata,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,SESQUILE,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
158,Oro,BELLO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
2,Oro,CHIQUINQUIRA,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
311,Oro,PASTO,NARI?O,COLOMBIA,PACIFICO,aventurero
14,Oro,TULUA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
62,Oro,VALLEDUPAR,CESAR,COLOMBIA,ATLANTICO,explorador
4,Bronce,NO DEFINIDA,N/A,COLOMBIA,,explorador
189,Oro,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,ATLANTICO,explorador
