USUARIAS,SEGMENTO,CIUDAD,DEPARTAMENTO,PAIS,DISTRITO,ETAPA_BEBE
17,Bronce,PIEDECUESTA,SANTANDER,COLOMBIA,SANTANDERES,recien nacido
1,Bronce,LA CALERA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,embarazada
9,Plata,LEBRIJA,SANTANDER,COLOMBIA,SANTANDERES,explorador
20,Bronce,ITAGUI,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
3,Bronce,SAN FRANCISCO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
7,Bronce,CHIA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
3,Bronce,COTA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
4,Plata,CARTAGO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
3,Oro,TABIO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,SAN JUAN DE ARAMA,META,COLOMBIA,LLANOS,explorador
2,Bronce,CIRCASIA,QUINDIO,COLOMBIA,EJE CAFETERO,explorador
5,Plata,SAN GIL,SANTANDER,COLOMBIA,SANTANDERES,explorador
9,Oro,OCA?A,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,recien nacido
16,Bronce,PALMIRA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
1,Bronce,AGRADO,HUILA,COLOMBIA,CENTRO,recien nacido
3,Plata,CA?ASGORDAS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
1,Oro,MARINILLA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
2,Bronce,PRADO,TOLIMA,COLOMBIA,CENTRO,acostadito
1,Bronce,PLANETA RICA,CORDOBA,COLOMBIA,ATLANTICO,embarazada
11,Bronce,TULUA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
3,Bronce,CURUMANI,CESAR,COLOMBIA,ATLANTICO,explorador
5,Plata,GALAPA,ATLANTICO,COLOMBIA,ATLANTICO,acostadito
15,Oro,CHIGORODO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
14,Bronce,GIRON,SANTANDER,COLOMBIA,SANTANDERES,aventurero
1,Bronce,INIRIDA,GUAINIA,COLOMBIA,OTRO,explorador
5,Bronce,GIRARDOTA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
2,Oro,PLANETA RICA,CORDOBA,COLOMBIA,ATLANTICO,recien nacido
4,Plata,BUGA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
9,Oro,CUCUTA,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,embarazada
1,Oro,RIONEGRO,SANTANDER,COLOMBIA,SANTANDERES,aventurero
1,Oro,UNGUIA,CHOCO,COLOMBIA,ANTIOQUIA,aventurero
9,Oro,BUCARAMANGA,SANTANDER,COLOMBIA,SANTANDERES,embarazada
1,Oro,LEIVA,NARI?O,COLOMBIA,PACIFICO,recien nacido
8,Oro,MADRID,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Oro,MORALES,CAUCA,COLOMBIA,PACIFICO,recien nacido
12,Plata,SANTA MARTA,MAGDALENA,COLOMBIA,ATLANTICO,recien nacido
2,Oro,TAMESIS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
10,Plata,SOGAMOSO,BOYACA,COLOMBIA,CUNDI-BOY,aventurero
1,Oro,GUATEQUE,BOYACA,COLOMBIA,CUNDI-BOY,explorador
7,Oro,GRANADA,META,COLOMBIA,LLANOS,aventurero
2,Oro,CIRCASIA,QUINDIO,COLOMBIA,EJE CAFETERO,aventurero
2,Bronce,MOCOA,PUTUMAYO,COLOMBIA,PACIFICO,recien nacido
4,Oro,SABANALARGA,ATLANTICO,COLOMBIA,ATLANTICO,aventurero
10,Plata,PIEDECUESTA,SANTANDER,COLOMBIA,SANTANDERES,aventurero
16,Plata,VALLEDUPAR,CESAR,COLOMBIA,ATLANTICO,aventurero
1,Bronce,NATAGAIMA,TOLIMA,COLOMBIA,CENTRO,aventurero
7,Bronce,BELLO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
4,Plata,CAUCASIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Oro,FREDONIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
2,Oro,PAZ DE ARIPORO,CASANARE,COLOMBIA,LLANOS,explorador
2,Bronce,SAN JUAN DE ARAMA,META,COLOMBIA,LLANOS,aventurero
1,Bronce,YONDO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
3,Plata,FACATATIVA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
1,Bronce,YALI,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
2,Oro,PUERTO COLOMBIA,ATLANTICO,COLOMBIA,ATLANTICO,acostadito
2,Oro,PUERTO LOPEZ,META,COLOMBIA,LLANOS,explorador
1,Plata,SANDONA,NARI?O,COLOMBIA,PACIFICO,explorador
1,Bronce,AMAGA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
5,Bronce,CUMARAL,META,COLOMBIA,LLANOS,recien nacido
4,Oro,ENVIGADO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Plata,SANTANA,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
2,Plata,VENADILLO,TOLIMA,COLOMBIA,CENTRO,explorador
1,Bronce,GIRARDOT,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Oro,FALAN,TOLIMA,COLOMBIA,CENTRO,explorador
2,Plata,EL CARMEN DE VIBORAL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
1,Oro,PAICOL,HUILA,COLOMBIA,CENTRO,explorador
5,Plata,MELGAR,TOLIMA,COLOMBIA,CENTRO,explorador
1,Plata,CHOCONTA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
1,Plata,GACHETA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
3,Oro,GARZON,HUILA,COLOMBIA,CENTRO,acostadito
3,Oro,CUMARAL,META,COLOMBIA,LLANOS,acostadito
1,Plata,COYAIMA,TOLIMA,COLOMBIA,CENTRO,explorador
1,Oro,SAN MARTIN,META,COLOMBIA,LLANOS,recien nacido
1,Oro,CHIMICHAGUA,CESAR,COLOMBIA,ATLANTICO,acostadito
6,Plata,CIENAGA,MAGDALENA,COLOMBIA,ATLANTICO,recien nacido
2,Oro,LENGUAZAQUE,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Plata,CHACHAGUI,NARI?O,COLOMBIA,PACIFICO,explorador
1,Bronce,SANTANA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
2,Oro,RIVERA,HUILA,COLOMBIA,CENTRO,acostadito
2,Plata,LA ESTRELLA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Plata,CAPITANEJO,SANTANDER,COLOMBIA,SANTANDERES,acostadito
1,Plata,SAN JOSE,NARI?O,COLOMBIA,PACIFICO,explorador
1,Oro,TIMBIO,CAUCA,COLOMBIA,PACIFICO,acostadito
1,Oro,ROLDANILLO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
1,Bronce,BECERRIL,CESAR,COLOMBIA,ATLANTICO,acostadito
1,Bronce,PAILITAS,CESAR,COLOMBIA,ATLANTICO,recien nacido
1,Plata,ALVARADO,TOLIMA,COLOMBIA,CENTRO,recien nacido
1,Plata,LA VIRGINIA,RISARALDA,COLOMBIA,EJE CAFETERO,acostadito
5,Bronce,PAMPLONA,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,recien nacido
2,Bronce,LA CEJA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
4,Plata,YARUMAL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Oro,ARACATACA,MAGDALENA,COLOMBIA,ATLANTICO,acostadito
1,Bronce,SAN DIEGO,CESAR,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,TALAIGUA NUEVO,BOLIVAR,COLOMBIA,ATLANTICO,explorador
1,Bronce,FRONTINO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
5,Bronce,LA CEJA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
2,Plata,LA CEJA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
4,Bronce,TURBACO,BOLIVAR,COLOMBIA,ATLANTICO,recien nacido
2,Plata,SAN ANDRES DE TUMACO,NARI?O,COLOMBIA,PACIFICO,acostadito
1,Bronce,RETIRO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Bronce,ARANZAZU,CALDAS,COLOMBIA,EJE CAFETERO,explorador
2,Bronce,SUPIA,CALDAS,COLOMBIA,EJE CAFETERO,embarazada
2,Bronce,BUENAVENTURA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,embarazada
1,Bronce,TOTORO,CAUCA,COLOMBIA,PACIFICO,acostadito
11,Bronce,BUENAVENTURA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Oro,CAJIBIO,CAUCA,COLOMBIA,PACIFICO,explorador
3,Bronce,CHAPARRAL,TOLIMA,COLOMBIA,CENTRO,aventurero
1,Plata,TURBO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
3,Oro,CALARCA,QUINDIO,COLOMBIA,EJE CAFETERO,aventurero
2,Oro,BARBOSA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Oro,TARQUI,HUILA,COLOMBIA,CENTRO,recien nacido
1,Plata,GUARNE,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
5,Oro,ORITO,PUTUMAYO,COLOMBIA,PACIFICO,aventurero
1,Bronce,TEBAIDA,QUINDIO,COLOMBIA,EJE CAFETERO,aventurero
1,Plata,SALGAR,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Oro,DAGUA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
2,Plata,MIRANDA,CAUCA,COLOMBIA,PACIFICO,explorador
9,Oro,CALARCA,QUINDIO,COLOMBIA,EJE CAFETERO,explorador
11,Bronce,LORICA,CORDOBA,COLOMBIA,ATLANTICO,explorador
5,Oro,LOS PATIOS,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,explorador
2,Oro,COGUA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
2,Oro,QUINCHIA,RISARALDA,COLOMBIA,EJE CAFETERO,explorador
1,Bronce,HONDA,TOLIMA,COLOMBIA,CENTRO,aventurero
1,Oro,ENGATIVA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
2,Bronce,CUBARRAL,META,COLOMBIA,LLANOS,aventurero
3,Oro,ZIPACON,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
14,Bronce,QUIBDO,CHOCO,COLOMBIA,ANTIOQUIA,explorador
3,Oro,SUESCA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
4,Plata,CUMBAL,NARI?O,COLOMBIA,PACIFICO,explorador
1,Bronce,TAME,ARAUCA,COLOMBIA,LLANOS,explorador
1,Bronce,META,META,COLOMBIA,LLANOS,acostadito
2,Oro,ORITO,PUTUMAYO,COLOMBIA,PACIFICO,recien nacido
3,Plata,SANTO TOMAS,ATLANTICO,COLOMBIA,ATLANTICO,explorador
6,Bronce,SAN GIL,SANTANDER,COLOMBIA,SANTANDERES,recien nacido
3,Plata,JAMUNDI,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
1,Bronce,RIOSUCIO,CALDAS,COLOMBIA,EJE CAFETERO,acostadito
1,Plata,ZIPACON,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Bronce,CAUCA,CAUCA,COLOMBIA,PACIFICO,aventurero
6,Plata,CAMPOALEGRE,HUILA,COLOMBIA,CENTRO,explorador
2,Bronce,LA PLATA,HUILA,COLOMBIA,CENTRO,acostadito
2,Bronce,COLON,PUTUMAYO,COLOMBIA,PACIFICO,explorador
1,Plata,MAJAGUAL,SUCRE,COLOMBIA,ATLANTICO,explorador
1,Oro,SANTO TOMAS,ATLANTICO,COLOMBIA,ATLANTICO,acostadito
4,Oro,GIRARDOTA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
6,Plata,SABANETA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Plata,CIRCASIA,QUINDIO,COLOMBIA,EJE CAFETERO,recien nacido
3,Oro,RIOSUCIO,CALDAS,COLOMBIA,EJE CAFETERO,explorador
2,Bronce,MAGANGUE,BOLIVAR,COLOMBIA,ATLANTICO,acostadito
1,Plata,RIONEGRO,SANTANDER,COLOMBIA,SANTANDERES,acostadito
2,Oro,JAMUNDI,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
3,Bronce,SAN ANDRES DE TUMACO,NARI?O,COLOMBIA,PACIFICO,explorador
1,Bronce,SAN JERONIMO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Bronce,ITUANGO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
3,Bronce,SAN ALBERTO,CESAR,COLOMBIA,ATLANTICO,acostadito
1,Plata,SANTUARIO,RISARALDA,COLOMBIA,EJE CAFETERO,explorador
2,Bronce,OTRA,N/A,COLOMBIA,,explorador
1,Bronce,SANTA BARBARA,NARI?O,COLOMBIA,PACIFICO,aventurero
2,Plata,SANTA ROSA DE VITERBO,BOYACA,COLOMBIA,CUNDI-BOY,explorador
2,Plata,BARANOA-ATLANTICO,ATLANTICO,COLOMBIA,ATLANTICO,explorador
1,Bronce,ZARZAL,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
1,Oro,GUICAN DE LA SIERRA,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
5,Plata,TIMANA,HUILA,COLOMBIA,CENTRO,explorador
1,Bronce,COLON,PUTUMAYO,COLOMBIA,PACIFICO,acostadito
1,Bronce,SAN CARLOS,CORDOBA,COLOMBIA,ATLANTICO,recien nacido
1,Oro,SAN GIL,SANTANDER,COLOMBIA,SANTANDERES,36 o mayor
1,Bronce,BERBEO,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
1,Plata,GUARNE,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
2,Plata,SAN MARTIN,CESAR,COLOMBIA,ATLANTICO,acostadito
1,Bronce,AGRADO,HUILA,COLOMBIA,CENTRO,aventurero
3,Oro,SOCORRO,SANTANDER,COLOMBIA,SANTANDERES,recien nacido
3,Bronce,JAMUNDI,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
1,Bronce,EL MOLINO,LA GUAJIRA,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,SOCOTA,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
1,Oro,BELENCITO,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
2,Bronce,LA TEBAIDA,QUINDIO,COLOMBIA,EJE CAFETERO,acostadito
1,Bronce,ARGELIA,CAUCA,COLOMBIA,PACIFICO,recien nacido
2,Bronce,PUERTO CARRE?O,VICHADA,COLOMBIA,OTRO,recien nacido
1,Bronce,CHINU-CORDOBA,CORDOBA,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,EL SANTUARIO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
2,Bronce,YOPAL,CASANARE,COLOMBIA,LLANOS,embarazada
2,Bronce,CAREPA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Bronce,DOLORES,TOLIMA,COLOMBIA,CENTRO,explorador
1,Oro,VILLA DE SAN DIEGO DE UBATE,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
5,Plata,LA CEJA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
2,Oro,LA PAZ,CESAR,COLOMBIA,ATLANTICO,aventurero
1,Plata,SUESCA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
4,Oro,BUENAVENTURA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Oro,ALMEIDA,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
3,Oro,GUACARI,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Bronce,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
3,Bronce,VILLAGARZON,PUTUMAYO,COLOMBIA,PACIFICO,aventurero
1,Plata,ENGATIVA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
2,Oro,GINEBRA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
1,Oro,SAN ALBERTO,CESAR,COLOMBIA,ATLANTICO,explorador
1,Oro,HUILA,HUILA,COLOMBIA,CENTRO,aventurero
1,Plata,GUADALUPE,HUILA,COLOMBIA,CENTRO,aventurero
1,Oro,CUASPUD,NARI?O,COLOMBIA,PACIFICO,explorador
1,Bronce,RONCESVALLES,TOLIMA,COLOMBIA,CENTRO,aventurero
1,Plata,SABANALARGA,ATLANTICO,COLOMBIA,ATLANTICO,aventurero
1,Oro,BOAVITA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
3,Oro,RISARALDA,CALDAS,COLOMBIA,EJE CAFETERO,aventurero
1,Plata,SAN PEDRO DE URABA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
1,Bronce,GUATEQUE,BOYACA,COLOMBIA,CUNDI-BOY,acostadito
2,Plata,ROVIRA,TOLIMA,COLOMBIA,CENTRO,explorador
1,Bronce,COVE?AS,SUCRE,COLOMBIA,ATLANTICO,aventurero
2,Bronce,CHINU-CORDOBA,CORDOBA,COLOMBIA,ATLANTICO,explorador
3,Plata,OSPINA,NARI?O,COLOMBIA,PACIFICO,explorador
1,Plata,VELEZ,SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Plata,CIENAGA DE ORO,CORDOBA,COLOMBIA,ATLANTICO,explorador
1,Oro,TUTA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,EL CERRITO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Oro,EL TABLON DE GOMEZ,NARI?O,COLOMBIA,PACIFICO,acostadito
1,Plata,COPACABANA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
2,Oro,SANTANDER DE QUILICHAO,CAUCA,COLOMBIA,PACIFICO,acostadito
1,Plata,TAMESIS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Oro,HATO,SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Oro,CIMITARRA,SANTANDER,COLOMBIA,SANTANDERES,acostadito
3,Oro,YARUMAL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Plata,COGUA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,EL ZULIA,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Plata,LETICIA,AMAZONAS,COLOMBIA,OTRO,explorador
2,Oro,FLANDES,TOLIMA,COLOMBIA,CENTRO,recien nacido
1,Bronce,GINEBRA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,embarazada
2,Bronce,ISTMINA,CHOCO,COLOMBIA,ANTIOQUIA,recien nacido
4,Bronce,FLORIDA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Oro,PLANADAS,TOLIMA,COLOMBIA,CENTRO,recien nacido
3,Bronce,BARRANCABERMEJA,SANTANDER,COLOMBIA,SANTANDERES,embarazada
1,Plata,YONDO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Bronce,VILLETA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,CERRO DE SAN ANTONIO,MAGDALENA,COLOMBIA,ATLANTICO,explorador
1,Oro,BELTRAN,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
1,Oro,GACHETA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Plata,VALENCIA,CORDOBA,COLOMBIA,ATLANTICO,explorador
1,Bronce,SILVANIA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Plata,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
1,Bronce,CABRERA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Plata,MEDINA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,SAN VICENTE DEL CAGUAN,CAQUETA,COLOMBIA,LLANOS,acostadito
1,Plata,SAN JOSE DEL GUAVIARE,GUAVIARE,COLOMBIA,ATLANTICO,acostadito
3,Oro,FIRAVITOBA,BOYACA,COLOMBIA,CUNDI-BOY,aventurero
2,Oro,LA VIRGINIA,RISARALDA,COLOMBIA,EJE CAFETERO,explorador
2,Oro,SANTA MARIA,HUILA,COLOMBIA,CENTRO,recien nacido
1,Plata,ABEJORRAL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Oro,FLANDES,TOLIMA,COLOMBIA,CENTRO,aventurero
1,Oro,TAME,ARAUCA,COLOMBIA,LLANOS,aventurero
1,Bronce,TOLIMA,TOLIMA,COLOMBIA,CENTRO,aventurero
2,Bronce,ENTRERRIOS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Bronce,RIONEGRO,SANTANDER,COLOMBIA,SANTANDERES,aventurero
3,Plata,BARRANCABERMEJA,SANTANDER,COLOMBIA,SANTANDERES,aventurero
1,Plata,VILLA DE SAN DIEGO DE UBATE,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
2,Plata,GALAPA,ATLANTICO,COLOMBIA,ATLANTICO,explorador
1,Oro,URRAO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Oro,TENA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,YOTOCO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
2,Oro,SOPO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
2,Bronce,RISARALDA,RISARALDA,COLOMBIA,EJE CAFETERO,explorador
2,Oro,LINARES,NARI?O,COLOMBIA,PACIFICO,explorador
3,Bronce,MELGAR,TOLIMA,COLOMBIA,CENTRO,explorador
1,Oro,CUBARRAL,META,COLOMBIA,LLANOS,explorador
6,Bronce,QUIBDO,CHOCO,COLOMBIA,ANTIOQUIA,acostadito
6,Bronce,CARTAGO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
1,Oro,SAN LUIS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
1,Plata,IQUIRA,HUILA,COLOMBIA,CENTRO,explorador
1,Plata,NILO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Bronce,MONIQUIRA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,PUERRES,NARI?O,COLOMBIA,PACIFICO,explorador
2,Oro,ANSERMA,CALDAS,COLOMBIA,EJE CAFETERO,acostadito
1,Bronce,CARMEN DE CHUCURI,SANTANDER,COLOMBIA,SANTANDERES,recien nacido
1,Oro,TURMEQUE,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Oro,CACOTA,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,acostadito
1,Plata,AQUITANIA,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
4,Plata,OCA?A,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,acostadito
1,Oro,ORITO,PUTUMAYO,COLOMBIA,PACIFICO,acostadito
2,Oro,SAHAGUN,CORDOBA,COLOMBIA,ATLANTICO,recien nacido
2,Plata,SAN AGUSTIN,HUILA,COLOMBIA,CENTRO,acostadito
1,Oro,ORTEGA,TOLIMA,COLOMBIA,CENTRO,recien nacido
1,Plata,QUINCHIA,RISARALDA,COLOMBIA,EJE CAFETERO,acostadito
1,Oro,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Oro,MITU,VAUPES,COLOMBIA,OTRO,recien nacido
1,Oro,PLATO,MAGDALENA,COLOMBIA,ATLANTICO,acostadito
1,Bronce,TURBO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Bronce,MORALES,BOLIVAR,COLOMBIA,ATLANTICO,embarazada
2,Plata,RIVERA,HUILA,COLOMBIA,CENTRO,acostadito
1,Bronce,QUIBDO,CHOCO,COLOMBIA,ANTIOQUIA,embarazada
1,Bronce,PUERTO GAITAN,META,COLOMBIA,LLANOS,recien nacido
1,Bronce,SAN ESTANISLAO,BOLIVAR,COLOMBIA,ATLANTICO,recien nacido
1,Oro,LA UNION,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Bronce,SAN CALIXTO,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,aventurero
2,Bronce,FLORIDABLANCA,SANTANDER,COLOMBIA,SANTANDERES,embarazada
1,Oro,CONTRATACION,SANTANDER,COLOMBIA,SANTANDERES,recien nacido
2,Bronce,SAN ANDRES,SAN ANDRES ISLAS,COLOMBIA,ATLANTICO,aventurero
1,Oro,BOLIVAR,CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Bronce,SAN VICENTE FERRER,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
2,Oro,SAN SEBASTIAN DE MARIQUITA,TOLIMA,COLOMBIA,CENTRO,recien nacido
1,Bronce,GUAMO,TOLIMA,COLOMBIA,CENTRO,embarazada
1,Oro,TABIO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
1,Plata,SESQUILE,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
1,Plata,SANTA ANA,MAGDALENA,COLOMBIA,ATLANTICO,aventurero
1,Plata,LETICIA,AMAZONAS,COLOMBIA,OTRO,aventurero
1,Plata,PONEDERA,ATLANTICO,COLOMBIA,ATLANTICO,aventurero
1,Plata,CUMBAL,NARI?O,COLOMBIA,PACIFICO,aventurero
1,Oro,LA UNION,SUCRE,COLOMBIA,ATLANTICO,explorador
1,Oro,PURIFICACION,TOLIMA,COLOMBIA,CENTRO,explorador
1,Oro,COROMORO,SANTANDER,COLOMBIA,SANTANDERES,aventurero
3,Plata,ACACIAS,META,COLOMBIA,LLANOS,acostadito
1,Plata,CIRCASIA,QUINDIO,COLOMBIA,EJE CAFETERO,acostadito
1,Bronce,PALMAR DE VARELA,ATLANTICO,COLOMBIA,ATLANTICO,aventurero
1,Oro,BELEN,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,PORE,CASANARE,COLOMBIA,LLANOS,explorador
1,Plata,POLONUEVO,ATLANTICO,COLOMBIA,ATLANTICO,explorador
1,Plata,COLON,PUTUMAYO,COLOMBIA,PACIFICO,explorador
1,Oro,PUERTO LEGUIZAMO,PUTUMAYO,COLOMBIA,PACIFICO,acostadito
1,Plata,SAN PABLO,BOLIVAR,COLOMBIA,ATLANTICO,explorador
1,Bronce,VILLA DE SAN DIEGO DE UBATE,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Plata,GUAMAL,META,COLOMBIA,LLANOS,recien nacido
1,Bronce,ORIHUECA,MAGDALENA,COLOMBIA,ATLANTICO,explorador
1,Plata,AGUADAS,CALDAS,COLOMBIA,EJE CAFETERO,explorador
1,Bronce,LETICIA,AMAZONAS,COLOMBIA,OTRO,acostadito
1,Bronce,SAN JOSE DEL GUAVIARE,GUAVIARE,COLOMBIA,ATLANTICO,aventurero
